UID,Authors,PubDate(Year),PubDate(Month),Title,Summary
27348254,"Schiperski F, Zirlewagen J, Scheytt T",2016,Aug,Transport and Attenuation of Particles of Different Density and Surface Charge: A Karst Aquifer Field Study.,"Schiperski F, Zirlewagen J, Scheytt T.Transport and Attenuation of Particles of Different Density and Surface Charge: A Karst Aquifer Field Study. Environ Sci Technol. 2016 Aug 2; 50(15):8028-35. "
27350990,"Pathak SP, Singh T",2014,Aug,An Analysis on Groundwater Recharge by Mathematical Model in Inclined Porous Media.,"Pathak SP, Singh T.An Analysis on Groundwater Recharge by Mathematical Model in Inclined Porous Media. Int Sch Res Notices. 2014 Aug 26; 2014:189369. "
27379727,"Huang G, Guo H, Zhao J, Liu Y, Xing B",2016,Oct,Effect of co-existing kaolinite and goethite on the aggregation of graphene oxide in the aquatic environment.,"Huang G, Guo H, Zhao J, Liu Y, Xing B.Effect of co-existing kaolinite and goethite on the aggregation of graphene oxide in the aquatic environment. Water Res. 2016 Oct 1; 102:313-20. "
27395079,"Koroša A, Auersperger P, Mali N",2016,Nov,"Determination of micro-organic contaminants in groundwater (Maribor, Slovenia).","Koroša A, Auersperger P, Mali N.Determination of micro-organic contaminants in groundwater (Maribor, Slovenia). Sci Total Environ. 2016 Nov 15; 571:1419-31. "
27422723,"Dupas R, Jomaa S, Musolff A, Borchardt D, Rode M",2016,Nov,Disentangling the influence of hydroclimatic patterns and agricultural management on river nitrate dynamics from sub-hourly to decadal time scales.,"Dupas R, Jomaa S, Musolff A, Borchardt D, Rode M.Disentangling the influence of hydroclimatic patterns and agricultural management on river nitrate dynamics from sub-hourly to decadal time scales. Sci Total Environ. 2016 Nov 15; 571:791-800. "
27432726,"Orr A, Nitsche J, Archbold M, Deakin J, Ofterdinger U, Flynn R",2016,Nov,The influence of bedrock hydrogeology on catchment-scale nitrate fate and transport in fractured aquifers.,"Orr A, Nitsche J, Archbold M, Deakin J, Ofterdinger U, Flynn R.The influence of bedrock hydrogeology on catchment-scale nitrate fate and transport in fractured aquifers. Sci Total Environ. 2016 Nov 1; 569-570:1040-52. "
27447630,"Li C, Azzam R, Fernández-Steeger TM",2016,Jul,Kalman Filters in Geotechnical Monitoring of Ground Subsidence Using Data from MEMS Sensors.,"Li C, Azzam R, Fernández-Steeger TM.Kalman Filters in Geotechnical Monitoring of Ground Subsidence Using Data from MEMS Sensors. Sensors (Basel). 2016 Jul 19; 16(7) "
27450276,"Zhou D, Thiele-Bruhn S, Arenz-Leufen MG, Jacques D, Lichtner P, Engelhardt I",2016,Sep,Impact of manure-related DOM on sulfonamide transport in arable soils.,"Zhou D, Thiele-Bruhn S, Arenz-Leufen MG, Jacques D, Lichtner P, Engelhardt I.Impact of manure-related DOM on sulfonamide transport in arable soils. J Contam Hydrol. 2016 Sep; 192:118-28. "
27450374,"Charizopoulos N, Zagana E, Stamatis G",2016,Aug,Hydrogeochemical investigations in a drained lake area: the case of Xynias basin (Central Greece).,"Charizopoulos N, Zagana E, Stamatis G.Hydrogeochemical investigations in a drained lake area: the case of Xynias basin (Central Greece). Environ Monit Assess. 2016 Aug; 188(8):480. "
27471335,"Sweijen T, Nikooee E, Hassanizadeh SM, Chareyre B",2016,,The Effects of Swelling and Porosity Change on Capillarity: DEM Coupled with a Pore-Unit Assembly Method.,"Sweijen T, Nikooee E, Hassanizadeh SM, Chareyre B.The Effects of Swelling and Porosity Change on Capillarity: DEM Coupled with a Pore-Unit Assembly Method. Transp Porous Media. 2016; 113:207-226. "
27508082,"Baghapour MA, Fadaei Nobandegani A, Talebbeydokhti N, Bagherzadeh S, Nadiri AA, Gharekhani M, Chitsazan N",2016,Aug,"Optimization of DRASTIC method by artificial neural network, nitrate vulnerability index, and composite DRASTIC models to assess groundwater vulnerability for unconfined aquifer of Shiraz Plain, Iran.","Baghapour MA, Fadaei Nobandegani A, Talebbeydokhti N, Bagherzadeh S, Nadiri AA, Gharekhani M, Chitsazan N.Optimization of DRASTIC method by artificial neural network, nitrate vulnerability index, and composite DRASTIC models to assess groundwater vulnerability for unconfined aquifer of Shiraz Plain, Iran. J Environ Health Sci Eng. 2016 Aug 9; 14:13. "
27522282,"García-Gil A, Epting J, Garrido E, Vázquez-Suñé E, Lázaro JM, Sánchez Navarro JÁ, Huggenberger P, Calvo MÁ",2016,Dec,A city scale study on the effects of intensive groundwater heat pump systems on heavy metal contents in groundwater.,"García-Gil A, Epting J, Garrido E, Vázquez-Suñé E, Lázaro JM, Sánchez Navarro JÁ, Huggenberger P, Calvo MÁ.A city scale study on the effects of intensive groundwater heat pump systems on heavy metal contents in groundwater. Sci Total Environ. 2016 Dec 1; 572:1047-1058. "
27542826,"Islam MS, Mahmud ZH, Islam MS, Saha GC, Zahid A, Ali AZ, Hassan MQ, Islam K, Jahan H, Hossain Y, Hasan MM, Cairncross S, Carter R, Luby SP, Cravioto A, Endtz HP, Faruque SM, Clemens JD",2016,Aug,Safe distances between groundwater-based water wells and pit latrines at different hydrogeological conditions in the Ganges Atrai floodplains of Bangladesh.,"Islam MS, Mahmud ZH, Islam MS, Saha GC, Zahid A, Ali AZ, Hassan MQ, Islam K, Jahan H, Hossain Y, Hasan MM, Cairncross S, Carter R, Luby SP, Cravioto A, Endtz HP, Faruque SM, Clemens JD.Safe distances between groundwater-based water wells and pit latrines at different hydrogeological conditions in the Ganges Atrai floodplains of Bangladesh. J Health Popul Nutr. 2016 Aug 19; 35(1):26. "
27576149,"Saunders JA, Pivetz BE, Voorhies N, Wilkin RT",2016,Dec,Potential aquifer vulnerability in regions down-gradient from uranium in situ recovery (ISR) sites.,"Saunders JA, Pivetz BE, Voorhies N, Wilkin RT.Potential aquifer vulnerability in regions down-gradient from uranium in situ recovery (ISR) sites. J Environ Manage. 2016 Dec 1; 183:67-83. "
27611737,"Šrámek O, Roskovec B, Wipperfurth SA, Xi Y, McDonough WF",2016,Sep,Revealing the Earth's mantle from the tallest mountains using the Jinping Neutrino Experiment.,"Šrámek O, Roskovec B, Wipperfurth SA, Xi Y, McDonough WF.Revealing the Earth's mantle from the tallest mountains using the Jinping Neutrino Experiment. Sci Rep. 2016 Sep 9; 6:33034. "
27614066,"Musolff A, Selle B, Büttner O, Opitz M, Tittel J",2016,Sep,Unexpected release of phosphate and organic carbon to streams linked to declining nitrogen depositions.,"Musolff A, Selle B, Büttner O, Opitz M, Tittel J.Unexpected release of phosphate and organic carbon to streams linked to declining nitrogen depositions. Glob Chang Biol. 2016 Sep 10;  "
27640162,"Charizopoulos N, Zagana E, Stamatis G",2016,Oct,Erratum to: Hydrogeochemical investigations in a drained lake area: the case of Xynias basin (Central Greece).,"Charizopoulos N, Zagana E, Stamatis G.Erratum to: Hydrogeochemical investigations in a drained lake area: the case of Xynias basin (Central Greece). Environ Monit Assess. 2016 Oct; 188(10):567. "
27646446,"Liang D, Ma C, Wang YQ, Wang YJ, Chen-Xi Z",2016,Nov,Quantifying PM<sub>2.5</sub> capture capability of greening trees based on leaf factors analyzing.,"Liang D, Ma C, Wang YQ, Wang YJ, Chen-Xi Z.Quantifying PM<sub>2.5</sub> capture capability of greening trees based on leaf factors analyzing. Environ Sci Pollut Res Int. 2016 Nov; 23(21):21176-21186. "
27670889,"Panagopoulos GP, Angelopoulou D, Tzirtzilakis EE, Giannoulopoulos P",2016,Oct,The contribution of cluster and discriminant analysis to the classification of complex aquifer systems.,"Panagopoulos GP, Angelopoulou D, Tzirtzilakis EE, Giannoulopoulos P.The contribution of cluster and discriminant analysis to the classification of complex aquifer systems. Environ Monit Assess. 2016 Oct; 188(10):591. "
27676388,"Rodríguez-Escales P, Sanchez-Vila X",2016,Nov,Fate of sulfamethoxazole in groundwater: Conceptualizing and modeling metabolite formation under different redox conditions.,"Rodríguez-Escales P, Sanchez-Vila X.Fate of sulfamethoxazole in groundwater: Conceptualizing and modeling metabolite formation under different redox conditions. Water Res. 2016 Nov 15; 105:540-550. "
27797497,"Guo H, Zhou Y, Jia Y, Tang X, Li X, Shen M, Lu H, Han S, Wei C, Norra S, Zhang F",2016,Dec,"Sulfur Cycling-Related Biogeochemical Processes of Arsenic Mobilization in the Western Hetao Basin, China: Evidence from Multiple Isotope Approaches.","Guo H, Zhou Y, Jia Y, Tang X, Li X, Shen M, Lu H, Han S, Wei C, Norra S, Zhang F.Sulfur Cycling-Related Biogeochemical Processes of Arsenic Mobilization in the Western Hetao Basin, China: Evidence from Multiple Isotope Approaches. Environ Sci Technol. 2016 Dec 6; 50(23):12650-12659. "
27834903,"Wan D, Han Z, Yang J, Yang G, Liu X",2016,Nov,Heavy Metal Pollution in Settled Dust Associated with Different Urban Functional Areas in a Heavily Air-Polluted City in North China.,"Wan D, Han Z, Yang J, Yang G, Liu X.Heavy Metal Pollution in Settled Dust Associated with Different Urban Functional Areas in a Heavily Air-Polluted City in North China. Int J Environ Res Public Health. 2016 Nov 10; 13(11) "
27838466,"Starke R, Müller M, Gaspar M, Marz M, Küsel K, Totsche KU, von Bergen M, Jehmlich N",2017,Jan,"Candidate Brocadiales dominates C, N and S cycling in anoxic groundwater of a pristine limestone-fracture aquifer.","Starke R, Müller M, Gaspar M, Marz M, Küsel K, Totsche KU, von Bergen M, Jehmlich N.Candidate Brocadiales dominates C, N and S cycling in anoxic groundwater of a pristine limestone-fracture aquifer. J Proteomics. 2017 Jan 30; 152:153-160. "
27858274,"Luo J, Qi S, Xie X, Gu XW, Wang J",2016,Nov,The assessment of source attribution of soil pollution in a typical e-waste recycling town and its surrounding regions using the combined organic and inorganic dataset.,"Luo J, Qi S, Xie X, Gu XW, Wang J.The assessment of source attribution of soil pollution in a typical e-waste recycling town and its surrounding regions using the combined organic and inorganic dataset. Environ Sci Pollut Res Int. 2016 Nov 17;  "
27867210,"Postma D, Trang PT, Sø HU, Van Hoan H, Lan VM, Thai NT, Larsen F, Viet PH, Jakobsen R",2016,Dec,"A model for the evolution in water chemistry of an arsenic contaminated aquifer over the last 6000 years, Red River floodplain, Vietnam.","Postma D, Trang PT, Sø HU, Van Hoan H, Lan VM, Thai NT, Larsen F, Viet PH, Jakobsen R.A model for the evolution in water chemistry of an arsenic contaminated aquifer over the last 6000 years, Red River floodplain, Vietnam. Geochim Cosmochim Acta. 2016 Dec 15; 195:277-292. "
27912192,"Yang YS, Li P, Zhang X, Li M, Lu Y, Xu B, Yu T",2017,Feb,Lab-based investigation of enhanced BTEX attenuation driven by groundwater table fluctuation.,"Yang YS, Li P, Zhang X, Li M, Lu Y, Xu B, Yu T.Lab-based investigation of enhanced BTEX attenuation driven by groundwater table fluctuation. Chemosphere. 2017 Feb; 169:678-684. "
27943139,"Knorr B, Maloszewski P, Stumpp C",2016,Dec,Analytical transport modelling of metabolites formed in dual-porosity media.,"Knorr B, Maloszewski P, Stumpp C.Analytical transport modelling of metabolites formed in dual-porosity media. Environ Sci Pollut Res Int. 2016 Dec 9;  "
27958705,"Postma D, Mai NT, Lan VM, Trang PT, Sø HU, Nhan PQ, Larsen F, Viet PH, Jakobsen R",2017,Jan,"Fate of Arsenic during Red River Water Infiltration into Aquifers beneath Hanoi, Vietnam.","Postma D, Mai NT, Lan VM, Trang PT, Sø HU, Nhan PQ, Larsen F, Viet PH, Jakobsen R.Fate of Arsenic during Red River Water Infiltration into Aquifers beneath Hanoi, Vietnam. Environ Sci Technol. 2017 Jan 17; 51(2):838-845. "
27960117,"Argamasilla M, Barberá JA, Andreo B",2016,Dec,Factors controlling groundwater salinization and hydrogeochemical processes in coastal aquifers from southern Spain.,"Argamasilla M, Barberá JA, Andreo B.Factors controlling groundwater salinization and hydrogeochemical processes in coastal aquifers from southern Spain. Sci Total Environ. 2016 Dec 9; 580:50-68. "
27976032,"Bazylak G, Michalski R, Siepak M, Lyko A, Sperkowska B",2016,Dec,Inorganic anions profile in the fresh aqueous brews of multiherbal functional products used as vitalizing or slimming drinks.,"Bazylak G, Michalski R, Siepak M, Lyko A, Sperkowska B.Inorganic anions profile in the fresh aqueous brews of multiherbal functional products used as vitalizing or slimming drinks. Planta Med. 2016 Dec; 81(S 01):S1-S381. "
27976230,"Bazylak G, Siepak M, Przybylska A, Gryn A, Sperkowska B",2016,Dec,"Melatonin and selenium content in dried white mulberry leaves, hawthorn inflorescences and multiherbal blends used as functional dietary supplements.","Bazylak G, Siepak M, Przybylska A, Gryn A, Sperkowska B.Melatonin and selenium content in dried white mulberry leaves, hawthorn inflorescences and multiherbal blends used as functional dietary supplements. Planta Med. 2016 Dec; 81(S 01):S1-S381. "
27989551,"Moslehi M, de Barros FP",2017,Jan,Uncertainty quantification of environmental performance metrics in heterogeneous aquifers with long-range correlations.,"Moslehi M, de Barros FP.Uncertainty quantification of environmental performance metrics in heterogeneous aquifers with long-range correlations. J Contam Hydrol. 2017 Jan; 196:21-29. "
27993473,"Ender A, Goeppert N, Grimmeisen F, Goldscheider N",2016,Dec,Evaluation of β-d-glucuronidase and particle-size distribution for microbiological water quality monitoring in Northern Vietnam.,"Ender A, Goeppert N, Grimmeisen F, Goldscheider N.Evaluation of β-d-glucuronidase and particle-size distribution for microbiological water quality monitoring in Northern Vietnam. Sci Total Environ. 2016 Dec 16;  "
28012669,"Zhang M, Engelhardt I, Šimůnek J, Bradford SA, Kasel D, Berns AE, Vereecken H, Klumpp E",2017,Feb,Co-transport of chlordecone and sulfadiazine in the presence of functionalized multi-walled carbon nanotubes in soils.,"Zhang M, Engelhardt I, Šimůnek J, Bradford SA, Kasel D, Berns AE, Vereecken H, Klumpp E.Co-transport of chlordecone and sulfadiazine in the presence of functionalized multi-walled carbon nanotubes in soils. Environ Pollut. 2017 Feb; 221:470-479. "
28052141,"Shafaei S, Klamerth N, Zhang Y, McPhedran K, Bolton JR, Gamal El-Din M",2017,Jan,Impact of environmental conditions on bacterial photoreactivation in wastewater effluents.,"Shafaei S, Klamerth N, Zhang Y, McPhedran K, Bolton JR, Gamal El-Din M.Impact of environmental conditions on bacterial photoreactivation in wastewater effluents. Environ Sci Process Impacts. 2017 Jan 25; 19(1):31-37. "
28058583,"Jones BR, Brouwers LB, Van Tonder WD, Dippenaar MA",2017,Jan,Assessing geotechnical centrifuge modelling in addressing variably saturated flow in soil and fractured rock.,"Jones BR, Brouwers LB, Van Tonder WD, Dippenaar MA.Assessing geotechnical centrifuge modelling in addressing variably saturated flow in soil and fractured rock. Environ Sci Pollut Res Int. 2017 Jan 5;  "
28068569,"Ritschel T, Totsche KU",2017,Apr,Quantification of pH-dependent speciation of organic compounds with spectroscopy and chemometrics.,"Ritschel T, Totsche KU.Quantification of pH-dependent speciation of organic compounds with spectroscopy and chemometrics. Chemosphere. 2017 Apr; 172:175-184. "
28071702,"Wang S, Radny D, Huang S, Zhuang L, Zhao S, Berg M, Jetten MS, Zhu G",2017,Jan,Nitrogen loss by anaerobic ammonium oxidation in unconfined aquifer soils.,"Wang S, Radny D, Huang S, Zhuang L, Zhao S, Berg M, Jetten MS, Zhu G.Nitrogen loss by anaerobic ammonium oxidation in unconfined aquifer soils. Sci Rep. 2017 Jan 10; 7:40173. "
28104328,"Grimmeisen F, Lehmann MF, Liesch T, Goeppert N, Klinger J, Zopfi J, Goldscheider N",2017,Jan,"Isotopic constraints on water source mixing, network leakage and contamination in an urban groundwater system.","Grimmeisen F, Lehmann MF, Liesch T, Goeppert N, Klinger J, Zopfi J, Goldscheider N.Isotopic constraints on water source mixing, network leakage and contamination in an urban groundwater system. Sci Total Environ. 2017 Jan 16;  "
28112660,Porowska D,2017,Jan,Identification of groundwater contamination zone around a reclaimed landfill using carbon isotopes.,Porowska D.Identification of groundwater contamination zone around a reclaimed landfill using carbon isotopes. Water Sci Technol. 2017 Jan; 75(2):328-339. 
28131436,"Grau-Martínez A, Torrentó C, Carrey R, Rodríguez-Escales P, Domènech C, Ghiglieri G, Soler A, Otero N",2017,Jan,Feasibility of two low-cost organic substrates for inducing denitrification in artificial recharge ponds: Batch and flow-through experiments.,"Grau-Martínez A, Torrentó C, Carrey R, Rodríguez-Escales P, Domènech C, Ghiglieri G, Soler A, Otero N.Feasibility of two low-cost organic substrates for inducing denitrification in artificial recharge ponds: Batch and flow-through experiments. J Contam Hydrol. 2017 Jan 22;  "
